MouseID,Generation,Cohort,JobGroup,BWDay,HID,LHID,Diet,EN,Coat,Status,DOB,DOE,COE,SurvDays,Died,AnimalComments,CAST
DO-1D-3181,G28,G28W2,G28W2D2,Tuesday,6537,6537,1D,2R,other,Dead,10/10/17,1/10/20,Found Dead (FD),822,TRUE,fluid filled abdomen 10/29/19,FALSE
DO-2D-4137,G27,G27W1,G27W1D2,Monday,6191,6191,2D,N,white,Dead,6/27/17,1/6/20,Found Dead (FD),923,TRUE,"SCO-58-2017(observation-previously case 59)- Mild Derm on Ears-11/22/17- right eye damage 6/6/18- 1/6/20(DIT)
",FALSE
DO-40-2191,G28,G28W2,G28W2D2,Tuesday,6536,6536,40,3R,other,Dead,10/10/17,1/6/20,Found Dead (FD),818,TRUE,NA,FALSE
DO-AL-0153,G27,G27W2,G27W2D1,Monday,6302,6302,AL,N,white,Dead,7/18/17,1/6/20,Found Dead (FD),902,TRUE,NA,TRUE
DO-40-2101,G26,G26W1,G26W1D1,Thursday,5840,5840,40,2R,other,Dead,3/21/17,1/3/20,Found Dead (FD),1018,TRUE,2R - Looks like one big slice taken out of ear.,TRUE
DO-AL-0115,G26,G26W2,G26W2D1,Thursday,5878,5878,AL,L,white,Dead,4/11/17,1/3/20,Found Dead (FD),997,TRUE,"This mouse is Albino, changed on 4/12/2018",TRUE
DO-1D-3074,G24,G24W1,G24W1D2,Wednesday,4977,4977,1D,R,white,Dead,9/20/16,1/2/20,Found Dead (FD),1199,TRUE,REN. ruffled unkept fur 9/18/19,FALSE
DO-40-2134,G27,G27W1,G27W1D1,Monday,6186,6186,40,2L,other,Dead,6/27/17,1/2/20,Found Dead (FD),919,TRUE,NA,FALSE
DO-20-1149,G27,G27W2,G27W2D1,Monday,6303,6303,20,2R,other,Dead,7/18/17,12/30/19,Found Dead (FD),895,TRUE,circling 11/25/19,FALSE
DO-2D-4062,G23,G23W2,G23W2D2,Tuesday,4336,4336,2D,2L,other,Dead,6/21/16,12/30/19,Found Dead (FD),1287,TRUE,2L,FALSE
DO-40-2132,G27,G27W1,G27W1D1,Monday,6186,6186,40,B,other,Dead,6/27/17,12/30/19,Found Dead (FD),916,TRUE,NA,FALSE
DO-2D-4191,G28,G28W2,G28W2D2,Tuesday,6540,6540,2D,3R,black,Dead,10/10/17,12/29/19,Found Dead (FD),810,TRUE,NA,FALSE
DO-2D-4112,G26,G26W1,G26W1D2,Thursday,5845,5845,2D,3L,other,Dead,3/21/17,12/27/19,Found Dead (FD),1011,TRUE,"3L SCO-49/57-B8-2019(observation)-cloudy eye-9/12/17-12/27/19(DIT)

 Right eye-no tail",FALSE
DO-20-1172,G28,G28W1,G28W1D1,Tuesday,6472,6472,20,B,other,Dead,9/19/17,12/23/19,Found Dead (FD),825,TRUE,Opacity in R eye. distended abdomen 10/29/19. Tumor-like mass in left quadrant of abdomen 12/2/19,FALSE
DO-2D-4079,G24,G24W1,G24W1D2,Wednesday,4979,4979,2D,3R,other,Dead,9/20/16,12/23/19,Found Dead (FD),1189,TRUE,"192-B8-2019-Mild derm-skin erosion, dry at base of left ear pinna, multifocal dry erosion on dorsal neck, 1cm abdominal mass on left side-9/3/2019.(H) Distended abdomen, ruffled fur, piloerection, blood found all through shavings(source unknown) 11/20/19",FALSE
DO-2D-4147,G27,G27W2,G27W2D2,Monday,6299,6299,2D,L,other,Dead,7/18/17,12/23/19,Missing (MSG),888,TRUE,NA,FALSE
DO-40-2143,G27,G27W1,G27W1D2,Monday,6187,6187,40,3R1L,other,Dead,6/27/17,12/23/19,Found Dead (FD),909,TRUE,NA,FALSE
DO-AL-0112,G26,G26W1,G26W1D1,Thursday,5837,5837,AL,3L,black,Dead,3/21/17,12/23/19,Found Dead (FD),1007,TRUE,"3L. Large, Distended abdomen 8/9/18",FALSE
DO-AL-0133,G27,G27W1,G27W1D1,Monday,6182,6182,AL,2R,other,Dead,6/27/17,12/23/19,Found Dead (FD),909,TRUE,patchy hairloss all over body 6/25/18,FALSE
DO-20-1064,G23,G23W2,G23W2D1,Tuesday,4337,4337,20,3L,black,Dead,6/21/16,12/20/19,Found Dead (FD),1277,TRUE,220-B8-2019-Other(Severity not Noted)- Injured right hind foot-9/30/19-10/23/19(H) 272-B8-2019-Mild Rectal Prolapse-11/27/19-12/2/19(H),FALSE
DO-1D-3118,G26,G26W2,G26W2D2,Thursday,5884,5884,1D,2L,other,Dead,4/11/17,12/19/19,Euthanized Sick (ES),982,TRUE,"287-B8-2019-Derm to Ventral Abdomen-12/12/19-12/18/19(DIT)- derm across entire ventral side of mouse, constricting all limbs, body temp was 21.7, sunken eyes, frail and unresponsive-euthanized",FALSE
DO-2D-4123,G26,G26W2,G26W2D2,Thursday,5887,5887,2D,L,other,Dead,4/11/17,12/19/19,Euthanized Sick (ES),982,TRUE,"SCO-7-2017(observation)-Eye Damage-11/29/17-. Found during fragility testing on 12/19/19, frail, lethargic, piloerection across body and head, cold to touch, unresponsive- euthanized hjs",FALSE
DO-1D-3191,G28,G28W2,G28W2D2,Tuesday,6538,8139,1D,3R,other,Dead,10/10/17,12/18/19,Found Dead (FD),799,TRUE,NA,TRUE
DO-20-1045,G23,G23W1,G23W1D1,Tuesday,4107,4107,20,2R,other,Dead,5/31/16,12/16/19,Found Dead (FD),1294,TRUE,2REN,FALSE
DO-2D-4136,G27,G27W1,G27W1D2,Monday,6190,6190,2D,3L,other,Dead,6/27/17,12/16/19,Found Dead (FD),902,TRUE,NA,FALSE
DO-2D-4183,G28,G28W2,G28W2D2,Tuesday,6539,6539,2D,3R,black,Dead,10/10/17,12/16/19,Found Dead (FD),797,TRUE,275-B8-2019-Mild Bite Wounds to Tail-11/27/19-2/10/20(H),FALSE
DO-AL-0150,G27,G27W2,G27W2D1,Monday,6301,6301,AL,2L,other,Dead,7/18/17,12/16/19,Found Dead (FD),881,TRUE,"left ear curling
",FALSE
DO-1D-3183,G28,G28W2,G28W2D2,Tuesday,6537,6537,1D,3R,other,Dead,10/10/17,12/13/19,Euthanized Sick (ES),794,TRUE,"25-B8-2018-Moderate Malo-3/16/18-12/13/19(DIT) piloerection, kyphosis, disheveled ruffled fur 8/6/9. found in promethion on 12/13/19 thin, dehydrated, unresponsive, cold to touch, BCS1. clam has been treating for malo and reported that mouse no longer had upper teeth. euthanized 12/13/19",FALSE
DO-1D-3137,G27,G27W1,G27W1D2,Monday,6189,6189,1D,N,white,Dead,6/27/17,12/11/19,Found Dead (FD),897,TRUE,NA,FALSE
DO-40-2154,G27,G27W2,G27W2D2,Monday,6306,6306,40,R,other,Dead,7/18/17,12/11/19,Found Dead (FD),876,TRUE,125-B8-2018(observation)-Eye Damage-8/24/18-3/9/20(H),FALSE
DO-20-1025,G22,G22W2,G22W2D1,Monday,3392,3392,20,N,white,Dead,3/1/16,12/10/19,Euthanized Sick (ES),1379,TRUE,"NEN. mass forming on left back leg. 11/25/19. Found on back during fragility testing, cold to touch, not moving, unresponsive- euthanized GAV 12/10/19. 285-B8-2019-Tumor on left hip-12/9/19-12/10/19(DIT)",FALSE
DO-20-1067,G24,G24W1,G24W1D1,Wednesday,4972,4972,20,R,other,Dead,9/13/16,12/10/19,Found Dead (FD),1183,TRUE,"REN. start of hind limb paralysis, hunched, piloerection. put grain on bottom of pen so mouse would have easier access to food starting 12/5/19, added note to cage to continue grain on floor. 282-B8-2019-Other,Paralysis-12/7/19-12/10/19(DIT)",FALSE
DO-AL-0106,G26,G26W1,G26W1D1,Thursday,5837,5837,AL,R,white,Dead,3/21/17,12/10/19,Found Dead (FD),994,TRUE,R. Mass forming on back left leg starting to hinder movement/gait 11/21/19,FALSE
DO-1D-3141,G27,G27W1,G27W1D2,Monday,6189,6189,1D,2R,other,Dead,6/27/17,12/9/19,Found Dead (FD),895,TRUE,NA,FALSE
DO-20-1160,G27,G27W2,G27W2D1,Monday,6304,6304,20,3L,black,Dead,7/18/17,12/9/19,Found Dead (FD),874,TRUE,"12-B8-2018-Cloudy Right Eye-1/25/18-12/12/19(DIT).  derm across dorsal neck, hunched, thin, frail, piloerection 12/2/19",FALSE
DO-2D-4159,G27,G27W2,G27W2D2,Monday,6300,6300,2D,3R,other,Dead,7/18/17,12/9/19,Found Dead (FD),874,TRUE,toe tattoed,FALSE
DO-20-1131,G27,G27W1,G27W1D1,Monday,6184,6184,20,L,other,Dead,6/27/17,12/5/19,Found Dead (FD),891,TRUE,small tear in right ear,FALSE
DO-2D-4131,G27,G27W1,G27W1D2,Monday,6190,6190,2D,L,other,Dead,6/27/17,11/27/19,Found Dead (FD),883,TRUE,NA,FALSE
DO-40-2016,G22,G22W1,G22W1D2,Monday,3303,3303,40,3L,other,Dead,2/9/16,11/27/19,Found Dead (FD),1387,TRUE,"3LEN.215-B8-2019-Moderate tumor, ulcerated tumor in right ear-9/23/2019-11/27/19(DIT)",FALSE
DO-40-2177,G28,G28W2,G28W2D1,Tuesday,6535,6535,40,N,other,Dead,10/10/17,11/26/19,Found Dead (FD),777,TRUE,NA,FALSE
DO-20-1119,G26,G26W2,G26W2D1,Thursday,5880,5880,20,3R,other,Dead,4/11/17,11/21/19,Missing (MSG),954,TRUE,"213-B8-2019-Severe tumor, 1.5cm mass on right side. Mass is ulcerated-9/20/2019-11/21/19(DIT)",FALSE
DO-20-1187,G28,G28W2,G28W2D1,Tuesday,6534,6534,20,L,other,Dead,10/10/17,11/21/19,Found Dead (FD),772,TRUE,"LEN
smaller than cage mates 11/12/19",FALSE
DO-40-2144,G27,G27W1,G27W1D2,Monday,6187,6187,40,3L,black,Dead,6/27/17,11/21/19,Found Dead (FD),877,TRUE,large tumor under front right leg 11/4/19,FALSE
DO-20-1087,G24,G24W2,G24W2D1,Wednesday,5078,5078,20,3R,other,Dead,10/4/16,11/19/19,Found Dead (FD),1141,TRUE,"3R
S7170560-8",FALSE
DO-1D-3173,G28,G28W1,G28W1D2,Tuesday,6476,6476,1D,2R,other,Dead,9/19/17,11/18/19,Found Dead (FD),790,TRUE,low bottom notch,FALSE
DO-40-2066,G24,G24W1,G24W1D1,Wednesday,4974,4974,40,R,other,Dead,9/20/16,11/14/19,Found Dead (FD),1150,TRUE,"REN.seizure. hunched, piloerection across body and start of head, frail 11/13/19
",FALSE
DO-40-2092,G24,G24W2,G24W2D2,Wednesday,5087,5087,40,B,other,Dead,10/4/16,11/12/19,Found Dead (FD),1134,TRUE,"B
S7170556-8",FALSE
DO-40-2094,G24,G24W2,G24W2D2,Wednesday,5087,5087,40,2L,other,Dead,10/4/16,11/12/19,Found Dead (FD),1134,TRUE,"2L
S7170556-8",TRUE
DO-40-2103,G26,G26W1,G26W1D1,Thursday,5840,5840,40,3R,other,Dead,3/21/17,11/12/19,Found Dead (FD),966,TRUE,"3R Fiesty-11/27/2017-Eye very frail 7/26/18 damage to right eye
SCO-55-11/29/2017-Right Eye damage
Hunched and thin",TRUE
DO-2D-4108,G26,G26W1,G26W1D2,Thursday,5845,5845,2D,B,other,Dead,3/21/17,11/11/19,Found Dead (FD),965,TRUE,"B
SCO-49-8/24/2017-9/12/17-Missing Right Eye
",TRUE
DO-40-2170,G28,G28W1,G28W1D2,Tuesday,6474,6474,40,R,other,Dead,9/19/17,11/11/19,Found Dead (FD),783,TRUE,right eye damage 8/28/18,FALSE
DO-AL-0131,G27,G27W1,G27W1D1,Monday,6182,6182,AL,L,other,Dead,6/27/17,11/11/19,Found Dead (FD),867,TRUE,Subdermal Lipoma on neck,FALSE
DO-20-1102,G26,G26W1,G26W1D1,Thursday,5836,5836,20,2L,other,Dead,3/21/17,11/8/19,Found Dead (FD),962,TRUE,"2L
Masses on both front shoulders 10/10/19",FALSE
DO-40-2078,G24,G24W1,G24W1D2,Wednesday,4975,4975,40,2L,other,Dead,9/20/16,11/7/19,Found Dead (FD),1143,TRUE,"2LEN. dehydrated, thin, frail, start of hind limb paralysis 9/18/19",FALSE
DO-1D-3103,G26,G26W1,G26W1D2,Thursday,5842,5842,1D,3R,other,Dead,3/21/17,11/6/19,Found Dead (FD),960,TRUE,3R.Derm starting on the back of neck-contacted CLAM-10/10/19. 234-B8-2019-Moderate Derm on neck-10/11/19-11/6/19(DIT),FALSE
DO-AL-0033,G23,G23W1,G23W1D1,Tuesday,4104,4104,AL,N,white,Dead,5/31/16,11/6/19,Euthanized Sick (ES),1254,TRUE,223-B8-2019-Tumor(Severity not Noted) to thoracic area-10/4/19-11/6/19(DIT) Tail is bleeding,FALSE
DO-40-2062,G23,G23W2,G23W2D2,Tuesday,4339,4339,40,2L,other,Dead,6/21/16,11/5/19,Missing (MSG),1232,TRUE,"2LEN
frail, smaller than cage mates-10/29/19",FALSE
DO-40-2065,G24,G24W1,G24W1D1,Wednesday,4974,4974,40,N,white,Dead,9/20/16,11/1/19,Found Dead (FD),1137,TRUE,NEN,TRUE
DO-40-2067,G24,G24W1,G24W1D1,Wednesday,4974,4974,40,L,other,Dead,9/20/16,11/1/19,Euthanized Sick (ES),1137,TRUE,LEN,FALSE
DO-20-1163,G28,G28W1,G28W1D1,Tuesday,6471,6471,20,L,other,Dead,9/19/17,10/30/19,Found Dead (FD),771,TRUE,"distended abdomen, hips and backbone becoming prominent(BCS2), piloerection across body and starting on head, labored breathing 10/29/19",FALSE
DO-2D-4043,G23,G23W1,G23W1D2,Tuesday,4115,4115,2D,L,other,Dead,5/31/16,10/30/19,Found Dead (FD),1247,TRUE,LEN. 182-B8-2019-Moderate Derm to middle of hips-8/26/19-10/30/19(DIT),FALSE
DO-AL-0043,G23,G23W1,G23W1D1,Tuesday,4105,4105,AL,L,other,Dead,5/31/16,10/29/19,Found Dead (FD),1246,TRUE,LEN,FALSE
DO-1D-3148,G27,G27W2,G27W2D2,Monday,6307,6307,1D,B,other,Dead,7/18/17,10/28/19,Found Dead (FD),832,TRUE,NA,FALSE
DO-2D-4072,G24,G24W1,G24W1D2,Wednesday,4978,4978,2D,3L,black,Dead,9/20/16,10/28/19,Found Dead (FD),1133,TRUE,"3LEN,Ear-notch could be confused with 4 L/ slight 
tremor 7/18/17, head tilt 6/5/19
",TRUE
DO-2D-4163,G28,G28W1,G28W1D2,Tuesday,6477,6477,2D,L,other,Dead,9/19/17,10/25/19,Found Dead (FD),766,TRUE,"tumor forming on back left paw-10/8/19
",FALSE
DO-1D-3117,G26,G26W2,G26W2D2,Thursday,5884,5884,1D,2R,other,Dead,4/11/17,10/24/19,Found Dead (FD),926,TRUE,2R,FALSE
DO-1D-3192,G28,G28W2,G28W2D2,Tuesday,6538,8139,1D,3L,other,Dead,10/10/17,10/24/19,Found Dead (FD),744,TRUE,"ear is curled- hard to read. 141-B8-19- Dermatitis-7/3/19-10/24/19(DIT)
5mm dark pink area on snout, no whiskers BCS 2.5 separated from home cage",FALSE
DO-20-1134,G27,G27W1,G27W1D1,Monday,6184,6184,20,2L,black,Dead,6/27/17,10/22/19,Found Dead (FD),847,TRUE,NA,FALSE
DO-1D-3138,G27,G27W1,G27W1D2,Monday,6189,6189,1D,R,white,Dead,6/27/17,10/21/19,Missing (MSG),846,TRUE,NA,FALSE
DO-1D-3153,G27,G27W2,G27W2D2,Monday,6308,6308,1D,N,white,Dead,7/18/17,10/21/19,Failed to Recover (FTR),825,TRUE,NA,FALSE
DO-40-2148,G27,G27W2,G27W2D1,Monday,6305,6305,40,B,other,Dead,7/18/17,10/21/19,Found Dead (FD),825,TRUE,FRAIL,FALSE
DO-40-2165,G28,G28W1,G28W1D1,Tuesday,6473,6473,40,2R,other,Dead,9/19/17,10/21/19,Found Dead (FD),762,TRUE,NA,FALSE
DO-40-2169,G28,G28W1,G28W1D2,Tuesday,6474,6474,40,N,white,Dead,9/19/17,10/21/19,Found Dead (FD),762,TRUE,NA,TRUE
DO-20-1115,G26,G26W2,G26W2D1,Thursday,5880,5880,20,L,other,Dead,4/11/17,10/18/19,Found Dead (FD),920,TRUE,L,FALSE
DO-20-1112,G26,G26W1,G26W1D1,Thursday,5838,5838,20,3L,other,Dead,3/21/17,10/16/19,Found Dead (FD),939,TRUE,3L,FALSE
DO-20-1006,G22,G22W1,G22W1D1,Monday,3299,3299,20,2L,other,Dead,2/9/16,10/15/19,Found Dead (FD),1344,TRUE,162-B8-19-Mild Rectal Prolapse-7/29/19(H),FALSE
DO-AL-0104,G26,G26W1,G26W1D1,Thursday,5835,5835,AL,3L,black,Dead,3/21/17,10/15/19,Found Dead (FD),938,TRUE,3L,FALSE
DO-AL-0186,G28,G28W2,G28W2D1,Tuesday,6532,6532,AL,R,other,Dead,10/10/17,10/15/19,Found Dead (FD),735,TRUE,NA,TRUE
DO-40-2017,G22,G22W2,G22W2D1,Monday,3393,3393,40,N,white,Dead,3/1/16,10/14/19,Found Dead (FD),1322,TRUE,NEN,FALSE
DO-AL-0166,G28,G28W1,G28W1D1,Tuesday,6469,6469,AL,2L,other,Dead,9/19/17,10/14/19,Found Dead (FD),755,TRUE,Subdermal Lipoma on dorsal neck 1/29/19,FALSE
DO-1D-3119,G26,G26W2,G26W2D2,Thursday,5884,5884,1D,3R,other,Dead,4/11/17,10/7/19,Found Dead (FD),909,TRUE,3R,FALSE
DO-1D-3120,G26,G26W2,G26W2D2,Thursday,5884,5884,1D,3L,black,Dead,4/11/17,10/7/19,Found Dead (FD),909,TRUE,3L,FALSE
DO-20-1130,G27,G27W1,G27W1D1,Monday,6184,6184,20,R,other,Dead,6/27/17,10/7/19,Found Dead (FD),832,TRUE,ear notch is curling,FALSE
DO-2D-4155,G27,G27W2,G27W2D2,Monday,6300,6300,2D,L,other,Dead,7/18/17,10/7/19,Found Dead (FD),811,TRUE,faint toe tattoo,FALSE
DO-2D-4037,G23,G23W1,G23W1D2,Tuesday,4114,4114,2D,2R,other,Dead,5/31/16,10/4/19,Found Dead (FD),1221,TRUE,left eye damaged,FALSE
DO-2D-4188,G28,G28W2,G28W2D2,Tuesday,6540,6540,2D,B,other,Dead,10/10/17,10/4/19,Found Dead (FD),724,TRUE,NA,FALSE
DO-2D-4090,G24,G24W2,G24W2D2,Wednesday,5096,5096,2D,R,white,Dead,10/4/16,10/2/19,Found Dead (FD),1093,TRUE,"R
S7170554-6",FALSE
DO-2D-4189,G28,G28W2,G28W2D2,Tuesday,6540,6540,2D,2R,other,Dead,10/10/17,10/1/19,Euthanized Sick (ES),721,TRUE,ES 10/1/19 no response to touch also cold to the touch GAV,FALSE
DO-40-2180,G28,G28W2,G28W2D1,Tuesday,6535,8230,40,B,other,Dead,10/10/17,10/1/19,Euthanized Sick (ES),721,TRUE,"piloerection, thin, BCS1.5 7/16/19. start of head tilt 8/6/19. Start of hind limb paralysis, dehydrated, piloerection, and labored breathing. Moved to single housing and put grain on bottom of pen with hydrogel 9/30/19. Euthanized sick on 10/1/19- found lying on side, unresponsive to touch and shaking.",FALSE
DO-1D-3075,G24,G24W1,G24W1D2,Wednesday,4977,4977,1D,L,other,Dead,9/20/16,9/30/19,Found Dead (FD),1105,TRUE,"Case 53-Mild Derm-11/16/17-11/30/17(H). Masses felt along spine 8/28/19. 
",FALSE
DO-20-1099,G26,G26W1,G26W1D1,Thursday,5836,5836,20,L,other,Dead,3/21/17,9/30/19,Found Dead (FD),923,TRUE,"L, hyperactive",FALSE
DO-20-1117,G26,G26W2,G26W2D1,Thursday,5880,5880,20,2R,other,Dead,4/11/17,9/30/19,Found Dead (FD),902,TRUE,"2R, lypoma",FALSE
DO-1D-3184,G28,G28W2,G28W2D2,Tuesday,6537,8369,1D,3L,black,Dead,10/10/17,9/27/19,Found Dead (FD),717,TRUE,NA,FALSE
DO-40-2085,G24,G24W2,G24W2D1,Wednesday,5085,5085,40,2R,other,Dead,10/4/16,9/24/19,Found Dead (FD),1085,TRUE,"2R
S7170557-8",TRUE
DO-40-2185,G28,G28W2,G28W2D2,Tuesday,6536,6536,40,N,other,Dead,10/10/17,9/24/19,Found Dead (FD),714,TRUE,"prominent back bone, kyphosis,thin, frail 9/18/18",TRUE
DO-AL-0177,G28,G28W2,G28W2D1,Tuesday,6531,6531,AL,N,white,Dead,10/10/17,9/24/19,Found Dead (FD),714,TRUE,NA,FALSE
DO-2D-4019,G22,G22W2,G22W2D2,Monday,3397,3397,2D,L,other,Dead,3/1/16,9/23/19,Found Dead (FD),1301,TRUE,LEN,FALSE
DO-AL-0139,G27,G27W1,G27W1D1,Monday,6183,6183,AL,L,other,Dead,6/27/17,9/23/19,Found Dead (FD),818,TRUE,NA,FALSE
DO-1D-3102,G26,G26W1,G26W1D2,Thursday,5842,5842,1D,2L,other,Dead,3/21/17,9/18/19,Found Dead (FD),911,TRUE,2L,FALSE
DO-20-1082,G24,G24W2,G24W2D1,Wednesday,5078,5078,20,R,other,Dead,10/4/16,9/18/19,Found Dead (FD),1079,TRUE,"R
S7170560-8",FALSE
DO-1D-3160,G27,G27W2,G27W2D2,Monday,6308,6308,1D,3L,black,Dead,7/18/17,9/16/19,Found Dead (FD),790,TRUE,NA,FALSE
DO-40-2188,G28,G28W2,G28W2D2,Tuesday,6536,6536,40,B,other,Dead,10/10/17,9/16/19,Found Dead (FD),706,TRUE,NA,FALSE
DO-40-2003,G22,G22W1,G22W1D1,Monday,3302,3302,40,L,other,Dead,2/9/16,9/10/19,Euthanized Sick (ES),1309,TRUE,"Case 164-B8-2017-Moderate Derm-10/15/17-12/10/18(H). Case 27-B8-2019 Moderate Dermatitis 2/19/19 Alopecia, 1 cm multi-focal crusts to dorsal neck. found lying unresponsive on bottom of pen euthanized 9/10/19",FALSE
DO-2D-4117,G26,G26W2,G26W2D2,Thursday,5886,5886,2D,2R,other,Dead,4/11/17,9/9/19,Requested Euthanasia (RE),881,TRUE,"2R. 3/21/2018-Right Eye damage. Euthanized per clam for eye damage 9/9/19
198-B8-2019-Eye (Severity not noted)-damaged or missing right eye, red and swollen-9/7/2019-9/9/19(DIT)",FALSE
DO-2D-4058,G23,G23W2,G23W2D2,Tuesday,4336,4336,2D,R,other,Dead,6/21/16,9/7/19,Found Dead (FD),1173,TRUE,R. distended abdomen 8/27/18,FALSE
DO-2D-4059,G23,G23W2,G23W2D2,Tuesday,4336,4336,2D,L,other,Dead,6/21/16,9/7/19,Found Dead (FD),1173,TRUE,L,FALSE
DO-AL-0066,G24,G24W1,G24W1D1,Wednesday,4968,4968,AL,R,white,Dead,9/20/16,9/5/19,Euthanized Sick (ES),1080,TRUE,"REN, SCO-01 - Right Eye damage-11/29/2017 


",FALSE
DO-2D-4176,G28,G28W1,G28W1D2,Tuesday,6478,6478,2D,3L,other,Dead,9/19/17,9/3/19,Missing (MSG),714,TRUE,NA,TRUE
DO-2D-4028,G22,G22W2,G22W2D2,Monday,3398,3398,2D,B,other,Dead,3/1/16,8/31/19,Found Dead (FD),1278,TRUE,BEN,FALSE
DO-40-2090,G24,G24W2,G24W2D2,Wednesday,5087,5087,40,R,other,Dead,10/4/16,8/28/19,Found Dead (FD),1058,TRUE,watch rectum. rectal prolapse?,FALSE
DO-1D-3159,G27,G27W2,G27W2D2,Monday,6308,6308,1D,3R,black,Dead,7/18/17,8/27/19,Found Dead (FD),770,TRUE,NA,TRUE
DO-1D-3056,G23,G23W2,G23W2D2,Tuesday,4340,4340,1D,3L,black,Dead,6/21/16,8/24/19,Found Dead (FD),1159,TRUE,"3LEN
173-B8-2019-moderate rectal prolapse-8/12/19-8/24/19(DIT)
",FALSE
DO-AL-0167,G28,G28W1,G28W1D1,Tuesday,6469,6469,AL,3R,other,Dead,9/19/17,8/23/19,Found Dead (FD),703,TRUE,chocolate brown,FALSE
DO-20-1120,G26,G26W2,G26W2D1,Thursday,5880,5880,20,3L,black,Dead,4/11/17,8/19/19,Found Dead (FD),860,TRUE,3L,FALSE
DO-2D-4064,G23,G23W2,G23W2D2,Tuesday,4336,4336,2D,3L,black,Dead,6/21/16,8/19/19,Found Dead (FD),1154,TRUE,3L,FALSE
DO-AL-0107,G26,G26W1,G26W1D1,Thursday,5837,5837,AL,L,other,Dead,3/21/17,8/19/19,Found Dead (FD),881,TRUE,L,FALSE
DO-20-1022,G22,G22W2,G22W2D1,Monday,3391,3391,20,2L,other,Dead,3/1/16,8/15/19,Found Dead (FD),1262,TRUE,dietgel cup in pen 6/8/18-6/11/18,FALSE
DO-AL-0097,G26,G26W1,G26W1D1,Thursday,5835,5837,AL,N,white,Dead,3/21/17,8/15/19,Found Dead (FD),877,TRUE,N,TRUE
DO-20-1060,G23,G23W2,G23W2D1,Tuesday,4337,4337,20,B,other,Dead,6/21/16,8/13/19,Found Dead (FD),1148,TRUE,BEN. mass on back right foot 4/23/19,FALSE
DO-40-2069,G24,G24W1,G24W1D1,Wednesday,4974,4974,40,2R,other,Dead,9/20/16,8/13/19,Found Dead (FD),1057,TRUE,2REN,FALSE
DO-AL-0122,G26,G26W2,G26W2D1,Thursday,5879,5879,AL,R,white,Dead,4/11/17,8/13/19,Found Dead (FD),854,TRUE,R,TRUE
DO-1D-3130,G27,G27W1,G27W1D2,Monday,6188,6188,1D,R,white,Dead,6/27/17,8/12/19,Euthanized Sick (ES),776,TRUE,left eye looks swollen 1/21/19. 23-B8-19-Moderate Eyes-5/8/19-8/12/19(DIT),FALSE
DO-40-2138,G27,G27W1,G27W1D2,Monday,6187,6187,40,R,other,Dead,6/27/17,8/12/19,Found Dead (FD),776,TRUE,NA,FALSE
DO-2D-4012,G22,G22W1,G22W1D2,Monday,3313,3313,2D,B,other,Dead,2/9/16,8/9/19,Found Dead (FD),1277,TRUE,BEN,FALSE
DO-1D-3101,G26,G26W1,G26W1D2,Thursday,5842,5842,1D,2R,other,Dead,3/21/17,8/8/19,Found Dead (FD),870,TRUE,2R,TRUE
DO-20-1111,G26,G26W1,G26W1D1,Thursday,5838,5838,20,3R,other,Dead,3/21/17,8/8/19,Found Dead (FD),870,TRUE,3R,FALSE
DO-AL-0189,G28,G28W2,G28W2D1,Tuesday,6532,6532,AL,2R,other,Dead,10/10/17,8/8/19,Found Dead (FD),667,TRUE,NA,TRUE
DO-40-2068,G24,G24W1,G24W1D1,Wednesday,4974,7912,40,B,other,Dead,9/20/16,8/7/19,Found Dead (FD),1051,TRUE,BEN. hairloss on dorsal neck- watch for derm 2/6/19 moved to pen 7912 per CLAM request. 21-B8-2019 Severe Dermatitis - Eroded skin extending from left arm to dorsal neck about 2cm length (2/8/19)(H),FALSE
DO-20-1166,G28,G28W1,G28W1D1,Tuesday,6471,6471,20,2L,other,Dead,9/19/17,8/6/19,Found Dead (FD),686,TRUE,NA,FALSE
DO-AL-0164,G28,G28W1,G28W1D1,Tuesday,6469,6469,AL,B,other,Dead,9/19/17,8/6/19,Found Dead (FD),686,TRUE,crusty ears,FALSE
DO-1D-3157,G27,G27W2,G27W2D2,Monday,6308,6308,1D,2R,other,Dead,7/18/17,8/5/19,Found Dead (FD),748,TRUE,NA,FALSE
DO-20-1148,G27,G27W2,G27W2D1,Monday,6303,6303,20,B,other,Dead,7/18/17,8/5/19,Found Dead (FD),748,TRUE,Jumpy,FALSE
DO-20-1192,G28,G28W2,G28W2D1,Tuesday,6534,6534,20,3L,black,Dead,10/10/17,8/5/19,Missing (MSG),664,TRUE,Changed missing date from 8/6/19 to 8/5/19-HJS 9/10/20,FALSE
DO-2D-4129,G27,G27W1,G27W1D2,Monday,6190,6190,2D,N,white,Dead,6/27/17,8/5/19,Found Dead (FD),769,TRUE,NA,FALSE
DO-AL-0132,G27,G27W1,G27W1D1,Monday,6182,6182,AL,B,other,Dead,6/27/17,8/5/19,Found Dead (FD),769,TRUE,NA,FALSE
DO-2D-4085,G24,G24W2,G24W2D2,Wednesday,5095,5095,2D,2R,other,Dead,10/11/16,8/2/19,Found Dead (FD),1025,TRUE,"2R,S7171503. changed death date from MSG 8/9/19 to FD on 8/2/19 to match up with data collection(HJS 9/22/20)",TRUE
