feature	is.community.feat	solution.age	std.error.age	pval.age	padj.age	solution.1D	solution.2D	solution.20	solution.40	std.error.1D	std.error.2D	std.error.20	std.error.40	pval.DR	padj.DR	herit	herit.se	herit.pval	herit.padj	PVE.Cohort	PVE.Quarter.Date	PVE.Cage	PVE.Batch	PVE.Mouse
GGB31823	N	-0.02997294	0.02523090	0.23472467	0.28408266	-0.34882119	-0.63704597	-0.66950170	-0.81566737	0.08506882	0.08624192	0.08158311	0.08583853	0.00000000	0.00000000	0.08278912	0.03037874	0.00248491	0.00766179	0.03234290	0.00018071	0.10197522	0.05093079	0.10871761
GGB31838	N	-0.18117977	0.02589633	0.00000000	0.00000000	-0.19137282	-0.19166832	-0.02876755	 0.05730920	0.08067405	0.08253730	0.07852058	0.08207107	0.01301726	0.01491801	0.13067383	0.03547063	0.00002975	0.00029768	0.00262000	0.00515049	0.07016733	0.01945204	0.12858045
GGB31851	N	-0.27625306	0.02200524	0.00000000	0.00000000	-0.07230232	-0.20247366	-0.07911150	-0.29299268	0.07243592	0.07506997	0.07088605	0.07407029	0.00089523	0.00122033	0.13113676	0.03858974	0.00014078	0.00098547	0.00000038	0.00422195	0.06440620	0.00608198	0.18435731
GGB31853	N	-0.06675974	0.02895309	0.02111834	0.03355613	-0.28146881	-0.87771647	-0.29092659	-0.73882312	0.07494964	0.07478375	0.07290411	0.07570267	0.00000000	0.00000000	0.00829641	0.02436396	0.74047495	0.82310305	0.00000008	0.01153061	0.04025161	0.03944815	0.12134916
GGB3583	N	 0.20018568	0.03611449	0.00000003	0.00000011	-0.00320728	-0.17038917	 0.00108151	-0.02385236	0.07656456	0.07753313	0.07389823	0.07754716	0.20215548	0.20943308	0.12203139	0.03365651	0.00001882	0.00021194	0.08470646	0.03401356	0.05174203	0.03381324	0.13316423
GGB3661	N	-0.03944167	0.02977635	0.18487417	0.22909298	-0.09555581	-0.49577652	 0.08155522	 0.41819089	0.07284697	0.07339676	0.07091041	0.07423773	0.00000000	0.00000000	0.17611040	0.04011207	0.00000100	0.00002362	0.00145496	0.01694997	0.02114024	0.02464603	0.15469337
GGB3793	N	-0.14586725	0.02955479	0.00000080	0.00000254	-0.45238416	-1.02173106	-0.28524483	-0.60816975	0.07573510	0.07629563	0.07349091	0.07655687	0.00000000	0.00000000	0.03218286	0.02502365	0.17402384	0.23619164	0.03402469	0.01575365	0.06470704	0.03715812	0.09899980
GGB42328	N	-0.14317755	0.03393587	0.00002454	0.00006293	-0.16683080	-0.14183779	-0.11418619	-0.06367570	0.07810404	0.07753458	0.07569365	0.07880991	0.18779707	0.19612678	0.01689691	0.02574614	0.51820321	0.60730603	0.00930441	0.01869996	0.02858999	0.05255371	0.13328111
GGB42343	N	 0.06423184	0.02970307	0.03058689	0.04605817	-0.11699543	-0.29765978	 0.25230480	 0.54536994	0.08593514	0.08966122	0.08241340	0.08686952	0.00000000	0.00000000	0.09124638	0.03109596	0.00144922	0.00528658	0.01718848	0.01581807	0.18503475	0.02480389	0.10996319
GGB42579	N	 0.04340137	0.03515252	0.21701518	0.26512703	-0.26367090	-0.60207955	 0.15111192	 0.43076102	0.09304548	0.09406267	0.08786236	0.09307180	0.00000000	0.00000000	0.00000014	0.00000001	0.99401764	1.00000000	0.06356964	0.01991937	0.15091407	0.08177055	0.08059458
GGB42586	N	 0.03218712	0.02953826	0.27573335	0.32609561	 0.10485000	-0.09025951	 0.21214025	 0.16151810	0.07643157	0.07547262	0.07412242	0.07717322	0.00117978	0.00157507	0.03390474	0.02653532	0.20247566	0.27031545	0.00411677	0.00433597	0.02013837	0.05456208	0.09408909
GGB42601	N	-0.06941085	0.02844588	0.01468393	0.02422381	-0.15650527	-0.07212708	-0.36345464	-0.44349878	0.07315159	0.07288151	0.07129290	0.07395846	0.00000000	0.00000000	0.00000006	0.02589088	1.00000000	1.00000000	0.01836910	0.00911073	0.01731073	0.02793137	0.19190553
GGB42619	N	 0.04382768	0.02466082	0.07550942	0.10514484	 0.03676697	 0.05497395	 0.39323920	 0.81448390	0.07624389	0.07646232	0.07431424	0.07731548	0.00000000	0.00000000	0.06550911	0.02594336	0.00300490	0.00884397	0.03968374	0.00087885	0.04841933	0.03251496	0.05394439
GGB42644	N	 0.05615388	0.02676030	0.03587577	0.05340129	 0.03056680	 0.34939273	 0.05462036	 0.21475659	0.07565837	0.07545010	0.07399218	0.07690223	0.00001503	0.00002496	0.10353475	0.03026224	0.00039561	0.00200907	0.00944793	0.00288472	0.03060192	0.02841823	0.01389638
GGB42949	N	-0.01484318	0.02239082	0.50707419	0.56365758	-0.03940654	-0.17745153	 0.16282806	 0.12532464	0.08116340	0.08390931	0.07952063	0.08282064	0.00457838	0.00559339	0.04342616	0.02856103	0.10311564	0.15348823	0.00616397	0.00078245	0.09185918	0.00801354	0.13240267
GGB45514	N	 0.01216195	0.02794106	0.66333309	0.70993087	-0.11152630	-0.29896222	-0.28822088	-0.41511032	0.07124351	0.07030462	0.06940165	0.07210595	0.00000001	0.00000002	0.06015890	0.02456460	0.00766200	0.01908134	0.02539547	0.00390413	0.01556947	0.03795536	0.01995719
GGB45536	N	-0.00880100	0.03309013	0.79027685	0.80822520	 0.00919598	-0.07614326	-0.21544099	-0.17500041	0.07122512	0.07024871	0.06934360	0.07195880	0.00449030	0.00551180	0.04342397	0.02211296	0.01903278	0.03881488	0.02340455	0.01664141	0.01381561	0.03827300	0.03360311
GGB45624	N	 0.04923330	0.03254163	0.13029385	0.16727537	-0.18532915	-0.09343001	-0.19334719	 0.04918228	0.06817594	0.06754149	0.06679149	0.06889498	0.00069741	0.00096594	0.01728773	0.02104600	0.40082122	0.48284975	0.05999004	0.02014881	0.01253639	0.01812870	0.05111643
GGB45977	N	-0.08437958	0.02761333	0.00225309	0.00429082	-0.13038782	-0.14486798	 0.02783336	 0.04880739	0.07660506	0.07628101	0.07462946	0.07773139	0.05253137	0.05839324	0.08553199	0.03098009	0.00164710	0.00592500	0.00070297	0.00366323	0.02413407	0.03604270	0.09706617
GGB46159	N	-0.36165970	0.04580262	0.00000000	0.00000000	 0.03373031	 0.17324531	 0.27712935	 0.26011689	0.07397252	0.07372437	0.07108767	0.07450060	0.00008411	0.00013123	0.03562737	0.02294896	0.09807698	0.14768569	0.01931472	0.11110864	0.05073140	0.07268023	0.08682881
GGB47144	N	-0.09014795	0.03786335	0.01713005	0.02790367	-0.08884268	-0.27439940	-0.28153790	-0.12153274	0.09174684	0.09288958	0.08799504	0.09240338	0.00462713	0.00562642	0.05172909	0.02098864	0.00226367	0.00721325	0.03613068	0.02853843	0.11748891	0.05533405	0.03402182
GGB5207	N	-0.14568188	0.02983299	0.00000104	0.00000314	 0.04162939	-0.28270419	 0.00916443	-0.09617901	0.07254765	0.07256976	0.07101891	0.07362749	0.00021059	0.00031167	0.04947086	0.02824400	0.05224063	0.08352051	0.00401660	0.01583590	0.01971343	0.01900961	0.13333861
GGB5213	N	 0.01144973	0.03066405	0.70897790	0.73859420	-0.02531951	-0.01910203	-0.24782854	-0.21021324	0.08437523	0.08582871	0.08198934	0.08554752	0.00849270	0.01004388	0.08483630	0.02748507	0.00019987	0.00134841	0.05308213	0.01225471	0.08205504	0.02676536	0.05457192
GGB54153	N	 0.21554479	0.04661194	0.00000377	0.00001049	 0.18506819	 0.07611905	 0.25124073	 0.83151162	0.08012172	0.07994487	0.07413449	0.07957815	0.00000000	0.00000000	0.01597651	0.01143292	0.13306006	0.18935470	0.27136621	0.07240731	0.10334123	0.13238785	0.01647974
GGB62427	N	-0.06279728	0.02827207	0.02637905	0.04091122	 0.00178744	 0.00751079	-0.14104118	-0.38892388	0.07097390	0.07015127	0.06898552	0.07220671	0.00000004	0.00000008	0.13286840	0.03403454	0.00001332	0.00016430	0.00208011	0.00504886	0.00378300	0.04011360	0.08635911
GGB68806	N	-0.00154958	0.02244075	0.94489165	0.94855402	 0.28766664	 0.48564697	 0.93476151	 1.09693681	0.07050779	0.07080014	0.06832946	0.07175886	0.00000000	0.00000000	0.17093528	0.04041593	0.00000094	0.00002362	0.01207206	0.00000006	0.02255256	0.03537834	0.16878930
GGB70852	N	-0.19260004	0.03192453	0.00000000	0.00000001	 0.13059418	-0.05568700	 0.22434135	 0.21964337	0.08350074	0.08458998	0.08077663	0.08461472	0.00330548	0.00415592	0.12677662	0.03260964	0.00000189	0.00003774	0.01147760	0.01575008	0.06894505	0.03641835	0.09756842
GGB74395	N	-0.01120274	0.02810046	0.69054130	0.72408987	 0.00648908	-0.05171035	-0.20247470	-0.47606346	0.06701789	0.06647619	0.06574866	0.06804822	0.00000000	0.00000000	0.06479823	0.02372757	0.00039090	0.00200907	0.03244906	0.00972989	0.00904522	0.01555434	0.03826121
GGB74408	N	 0.12269095	0.02951566	0.00003243	0.00008075	 0.02483287	-0.11970909	-0.13028479	-0.22749053	0.08067255	0.08163837	0.07876662	0.08183345	0.02192738	0.02501846	0.05129833	0.02458615	0.01097455	0.02575410	0.03361634	0.01087857	0.06012410	0.02214286	0.08084544
GGB75036	N	-0.06414864	0.02446278	0.00873609	0.01549758	 0.00224389	-0.19609397	 0.04730483	-0.16118913	0.06901070	0.06830848	0.06711272	0.07016727	0.00127015	0.00166989	0.09886518	0.03021250	0.00008907	0.00067848	0.07744035	0.00000007	0.00507101	0.03492843	0.09691557
GGB75053	N	-0.01688799	0.03009927	0.57529679	0.62605827	-0.03224508	-0.18340594	-0.25878371	-0.31005879	0.07171158	0.07130130	0.06999117	0.07256130	0.00001357	0.00002296	0.02859717	0.02303834	0.16333784	0.22744356	0.06216818	0.01227588	0.01800774	0.02765357	0.10411010
GGB75055	N	-0.01649130	0.02346244	0.48214840	0.54059063	 0.04984581	-0.40096115	-0.06467149	 0.07938841	0.07666147	0.07889205	0.07434534	0.07797653	0.00000023	0.00000044	0.11900321	0.04080438	0.00101980	0.00410171	0.01132946	0.00326325	0.05392400	0.01656405	0.26697551
GGB75064	N	-0.22467758	0.02753524	0.00000000	0.00000000	-0.04559608	-0.18739552	-0.20575414	-0.23848310	0.06714924	0.06684081	0.06574883	0.06838399	0.00064162	0.00089344	0.10764001	0.03347825	0.00034165	0.00188273	0.00189488	0.01127751	0.00584493	0.01863346	0.10391579
GGB75095	N	-0.00932242	0.02507420	0.71007705	0.73859420	 0.08920500	 0.09672167	-0.04400670	-0.04013238	0.08049079	0.08090102	0.07869142	0.08178008	0.34112696	0.34512454	0.08392983	0.01820632	0.00000493	0.00007979	0.02684616	0.00000008	0.05540310	0.02689493	0.00000009
GGB75106	N	 0.11697208	0.03070064	0.00013868	0.00032653	-0.17566659	-0.49154341	-0.20054947	 0.02309026	0.09456989	0.09628813	0.08910692	0.09470536	0.00000097	0.00000178	0.07135879	0.02514442	0.00106402	0.00411314	0.05864408	0.00779283	0.16908195	0.06867043	0.07125420
GGB75109	N	-0.05669410	0.02915761	0.05183767	0.07417656	 0.18367554	 0.21688835	-0.13023598	-0.40786361	0.07748330	0.07777613	0.07563691	0.07848282	0.00000000	0.00000000	0.03810724	0.02617116	0.14285681	0.19999953	0.05291526	0.00959115	0.04431760	0.02685143	0.07634954
GGB75314	N	-0.07560651	0.02415490	0.00174702	0.00342786	-0.01570736	 0.19543808	 0.21831326	 0.62343480	0.08627575	0.08834240	0.08380769	0.08741970	0.00000000	0.00000000	0.00000004	0.00000000	0.99804882	1.00000000	0.01626092	0.00000007	0.11651789	0.02554260	0.10553705
GGB75900	N	 0.36642712	0.04620183	0.00000000	0.00000000	 0.20485493	-0.02559427	-0.12596771	 0.48391140	0.09544716	0.09478753	0.08228881	0.09240882	0.00000000	0.00000000	0.00000003	0.00000000	1.00000000	1.00000000	0.19433315	0.05185795	0.21432620	0.26938370	0.00000003
GGB79594	N	-0.24143188	0.02966629	0.00000000	0.00000000	-0.12906493	-0.20701757	-0.06538621	 0.14555009	0.07786436	0.07937384	0.07614216	0.07910600	0.00121864	0.00161861	0.03260741	0.02750978	0.20144449	0.27031545	0.00000007	0.01891276	0.06277865	0.01432659	0.14866452
GGB79628	N	 0.03940809	0.03782970	0.29780445	0.35059706	-0.02470217	 0.09894017	 0.04741177	 0.08576581	0.05015537	0.05054899	0.04786253	0.05061826	0.07513009	0.08175922	0.05682009	0.01946564	0.00000959	0.00013778	0.00000002	0.64318725	0.02190571	0.02322869	0.05841620
GGB79680	N	-0.00511810	0.03293333	0.87625049	0.88306956	-0.11656170	 0.04999575	 0.03650690	 0.30586841	0.08019997	0.08037794	0.07794816	0.08121482	0.00004821	0.00007661	0.06882135	0.02901280	0.01103747	0.02575410	0.03305456	0.01643730	0.04284957	0.03744370	0.09069342
GGB79698	N	-0.03209586	0.02728618	0.23959080	0.28862333	-0.09354957	-0.09728965	-0.21609871	 0.06790074	0.07762424	0.07850454	0.07604040	0.07890283	0.00904276	0.01058670	0.06641969	0.02583346	0.00199449	0.00656914	0.04126356	0.00725419	0.04907124	0.01628285	0.06938289
GGB79760	N	-0.05267796	0.03143661	0.09379524	0.12522149	-0.08486228	-0.19405800	-0.32736176	-0.55023835	0.06954264	0.06804705	0.06714287	0.06989356	0.00000000	0.00000000	0.02457472	0.01319121	0.02311643	0.04556492	0.02706171	0.00837500	0.01412540	0.06676319	0.00000046
GGB79776	N	 0.02544589	0.03342743	0.44745128	0.50606935	 0.21768361	 0.36368513	 0.19944378	 0.39012328	0.08540529	0.08743589	0.08157213	0.08592100	0.00001048	0.00001798	0.03175054	0.01897267	0.05632467	0.08895176	0.16943987	0.02208466	0.13786079	0.03947687	0.05748299
GGB79804	N	-0.08697957	0.03076856	0.00472447	0.00861717	-0.03173899	-0.08453827	-0.00646997	-0.05424595	0.07969245	0.07984980	0.07746458	0.08079993	0.84600056	0.84600056	0.08901728	0.02980823	0.00031997	0.00180154	0.01178124	0.01106720	0.03780533	0.03707864	0.10697822
GGB79854	N	-0.18425071	0.02931303	0.00000000	0.00000000	-0.02758159	-0.03468140	-0.16065288	-0.32393522	0.07430438	0.07425758	0.07258864	0.07524784	0.00013755	0.00021073	0.03523789	0.02496913	0.12430647	0.17986244	0.03271586	0.01106750	0.03161129	0.02670317	0.08897679
GGB79857	N	-0.11981117	0.02535458	0.00000228	0.00000650	-0.08121718	-0.38928394	 0.05571163	 0.35028264	0.07455491	0.07509135	0.07271878	0.07585273	0.00000000	0.00000000	0.10803118	0.03605702	0.00104522	0.00410171	0.00737570	0.00393062	0.02700277	0.02267900	0.16389330
GGB79872	N	-0.06976228	0.04080611	0.08732537	0.11841503	-0.42613659	-0.68284221	-0.30128939	-0.44732351	0.07875333	0.07834140	0.07619466	0.07941327	0.00000000	0.00000000	0.03950134	0.02070069	0.03691360	0.06606310	0.01739716	0.05142871	0.05194724	0.06373996	0.01772561
GGB79926	N	-0.17106938	0.02170059	0.00000000	0.00000000	-0.12305818	-0.30109283	-0.39768717	-0.52891386	0.07252577	0.07480560	0.07130763	0.07422529	0.00000000	0.00000000	0.09197558	0.03363365	0.00263996	0.00795056	0.00000007	0.00330846	0.05769152	0.00249665	0.15049628
GGB79948	N	-0.00523625	0.02311059	0.82074777	0.83362224	 0.02210150	 0.08894606	-0.31354312	-0.55982675	0.06592171	0.06520869	0.06441991	0.06687105	0.00000000	0.00000000	0.04763461	0.02369809	0.01964174	0.03974384	0.07693443	0.00000008	0.00834432	0.02391573	0.06562220
GGB79989	N	-0.25066689	0.03092331	0.00000000	0.00000000	 0.08956394	-0.14931122	 0.03284338	-0.39727032	0.07979706	0.07990118	0.07747883	0.08054521	0.00000002	0.00000004	0.01242991	0.02057981	0.52528630	0.61283402	0.04886887	0.01224457	0.05715752	0.04246680	0.07341956
GGB80032	N	 0.46445120	0.06445191	0.00000000	0.00000000	 0.13146880	 0.02199040	 0.11745424	 0.19189201	0.05767818	0.05681935	0.05430021	0.05756315	0.00514358	0.00619622	0.00501401	0.00774142	0.46837727	0.55646658	0.28815597	0.20842260	0.02741029	0.14420408	0.02796545
GGB80101	N	-0.05159711	0.03067375	0.09251836	0.12462156	 0.13445366	 0.09612789	 0.45558823	 0.51918891	0.07089984	0.06937762	0.06815077	0.07151102	0.00000000	0.00000000	0.05533612	0.02610806	0.01825631	0.03774150	0.02091024	0.00426219	0.00346393	0.08403763	0.08599807
GGB80167	N	-0.19572311	0.02441424	0.00000000	0.00000000	 0.14665190	-0.01768958	 0.10395664	 0.38888754	0.06990499	0.06956991	0.06861037	0.07101968	0.00000016	0.00000032	0.05573515	0.02591818	0.01396784	0.03117593	0.01038047	0.00196161	0.01592470	0.01638727	0.06322254
InvSimpson	Y	-0.09474218	0.03345924	0.00463147	0.00850745	-0.10856506	-0.51744171	-0.23280400	-0.29665531	0.07154383	0.07133518	0.07007009	0.07239808	0.00000000	0.00000000	0.01711554	0.02376501	0.46347669	0.55318186	0.00508568	0.03196767	0.02215759	0.01975949	0.09763968
Lachnospiraceae_unclassified	N	-0.11005460	0.03202641	0.00058913	0.00126104	 0.16399889	 0.21062727	 0.13630066	 0.40875762	0.07142152	0.07106475	0.06999515	0.07241149	0.00000123	0.00000222	0.05048833	0.02467490	0.01728880	0.03623013	0.02097502	0.01875181	0.01718109	0.01924910	0.05788053
Lactobacillus	N	-0.06617379	0.02729327	0.01532252	0.02511730	 0.24526878	 0.82753430	 0.42822547	 0.57858595	0.06861742	0.06809108	0.06702783	0.06988192	0.00000000	0.00000000	0.12828393	0.03169656	0.00000059	0.00002362	0.00373574	0.00692998	0.00771496	0.02663151	0.06535569
Ligilactobacillus	N	 0.41396634	0.04604738	0.00000000	0.00000000	 0.29503302	 0.46337180	 0.35036585	 0.69976259	0.06385639	0.06347680	0.05768411	0.06286161	0.00000000	0.00000000	0.00000004	0.00000000	1.00000000	1.00000000	0.00239000	0.28998804	0.13125265	0.21687785	0.00000004
Limosilactobacillus	N	-0.04184434	0.02443489	0.08678609	0.11830314	 0.11212679	 0.37850931	 0.43382035	 0.62199332	0.07498965	0.07491034	0.07325366	0.07618327	0.00000000	0.00000000	0.07786497	0.02802635	0.00114158	0.00434808	0.02038026	0.00000008	0.02947867	0.02805970	0.07241568
Methanomethylovorans	N	-0.13040246	0.02333737	0.00000002	0.00000009	 0.19903086	 0.61709205	 0.36213522	 0.53274858	0.08171177	0.08401857	0.07954607	0.08305715	0.00000000	0.00000000	0.05043325	0.02974266	0.05871543	0.09106165	0.00987679	0.00102063	0.08924413	0.01748693	0.16644323
Muribaculaceae_unclassified	N	 0.20334201	0.04234208	0.00000165	0.00000484	 0.04030405	 0.08391715	 0.17872499	 0.27033716	0.06012432	0.05968711	0.05872328	0.06118283	0.00007032	0.00011038	0.10156857	0.02987576	0.00010514	0.00075639	0.05245867	0.08000247	0.00010291	0.01937893	0.08534439
Muribaculum	N	 0.05144723	0.04583319	0.26585685	0.31677665	 0.22099458	 0.30615615	 0.15839417	 0.35946154	0.06401632	0.06319338	0.06195356	0.06488996	0.00000008	0.00000015	0.07757365	0.02820993	0.00171821	0.00605706	0.01059835	0.13619745	0.00000004	0.04541715	0.12035560
Neglectibacter	N	-0.14537651	0.02825162	0.00000026	0.00000086	-0.18501857	-0.24442169	-0.39187805	-0.52770936	0.07000667	0.06863791	0.06774593	0.07039854	0.00000000	0.00000000	0.01582208	0.01783252	0.33863813	0.41765369	0.03961015	0.00266363	0.01816574	0.06078672	0.00842299
Observed	Y	 0.01343840	0.03217415	0.67614309	0.71279727	-0.14448481	-0.44322076	 0.04455825	 0.33397775	0.07515977	0.07474912	0.07234694	0.07578239	0.00000000	0.00000000	0.03513699	0.02468182	0.13828218	0.19571084	0.14885945	0.01460189	0.03307172	0.06307546	0.12546881
Oscillibacter	N	-0.13601764	0.02482757	0.00000004	0.00000016	-0.18348379	-0.19249431	-0.19133743	-0.25818029	0.06991721	0.06919471	0.06842811	0.07084586	0.00205415	0.00263379	0.04292548	0.02327164	0.02880405	0.05328748	0.00488377	0.00100225	0.01471499	0.02412739	0.04723206
Oscillospiraceae_unclassified	N	-0.07535499	0.02537406	0.00298110	0.00563580	-0.30871915	-0.56085864	-0.24391224	-0.24357287	0.07370762	0.07411627	0.07165428	0.07480321	0.00000000	0.00000000	0.07951914	0.03210442	0.00606004	0.01618094	0.08119527	0.00391286	0.03086168	0.02866676	0.15446712
Parabacteroides	N	-0.06157467	0.03495908	0.07810018	0.10817084	-0.42984952	-0.78517300	-0.15548983	-0.38059830	0.08800826	0.08835620	0.08445593	0.08858356	0.00000000	0.00000000	0.04153684	0.02141249	0.02777639	0.05235881	0.02108541	0.01985097	0.09735393	0.07136691	0.03161715
Paramuribaculum	N	 0.36387886	0.05415256	0.00000000	0.00000000	-0.12764127	 0.02232917	-0.11623912	-0.02100934	0.06423668	0.06357569	0.06027599	0.06417572	0.04549323	0.05100756	0.03973339	0.01057926	0.00007300	0.00057394	0.01978916	0.28321192	0.05824080	0.17580074	0.00000002
Romboutsia	N	 0.28800083	0.02784291	0.00000000	0.00000000	-0.16299798	-0.11056150	 0.07463559	 0.96657161	0.08057482	0.08103355	0.07764709	0.08132597	0.00000000	0.00000000	0.07734565	0.01704272	0.00002033	0.00021942	0.02211029	0.00633351	0.09491187	0.05939922	0.00000010
Schaedlerella	N	-0.12888824	0.02706658	0.00000191	0.00000556	 0.05215350	-0.25469578	-0.26068021	-0.49079066	0.06697311	0.06627680	0.06553025	0.06794682	0.00000000	0.00000000	0.06571131	0.02585119	0.00355925	0.01013016	0.02284433	0.00669792	0.00880189	0.02223369	0.04358376
Shannon	Y	-0.12161363	0.03163517	0.00012081	0.00028706	-0.12423581	-0.58213675	-0.26789269	-0.32447289	0.07033182	0.06985291	0.06875198	0.07124030	0.00000000	0.00000000	0.04680496	0.02595885	0.04786494	0.07835516	0.00238566	0.02244033	0.01661424	0.02623918	0.08154442
Simpson	Y	-0.06639050	0.03040478	0.02901034	0.04445963	 0.02660480	-0.28234030	-0.03303560	-0.03154663	0.06905798	0.06836524	0.06765828	0.06979944	0.00014244	0.00021575	0.01326200	0.02262634	0.54858299	0.62915535	0.00142754	0.01819365	0.00884226	0.01727158	0.08874141
Sphingorhabdus	N	-0.17432960	0.02826474	0.00000000	0.00000000	-0.02066156	-0.27567270	-0.08818235	-0.08902684	0.07260775	0.07460003	0.07059035	0.07378540	0.00507158	0.00613803	0.10120174	0.02747006	0.00000053	0.00002362	0.20747575	0.01554257	0.07047625	0.01478528	0.07350760
Sporofaciens	N	-0.02036453	0.03152827	0.51833751	0.57127410	-0.08175807	-0.02059569	 0.09018668	-0.11672592	0.08230297	0.08271125	0.08021638	0.08342579	0.18666616	0.19573496	0.07277719	0.02678702	0.00180074	0.00609577	0.00431031	0.01317809	0.05490801	0.03250608	0.04849483
Streptococcus	N	-0.06187444	0.02485109	0.01278948	0.02165016	-0.09647415	-0.09482097	-0.07367563	-0.15710989	0.07102694	0.07037512	0.06937417	0.07198575	0.26777134	0.27304243	0.03141889	0.02594809	0.17399495	0.23619164	0.00415920	0.00100590	0.00572698	0.02392131	0.15060799
Turicibacter	N	 0.42368011	0.03030052	0.00000000	0.00000000	-0.24239590	-0.14412938	-0.21831412	 0.49414632	0.07818419	0.07912772	0.07549183	0.07901846	0.00000000	0.00000000	0.07841320	0.02771762	0.00125807	0.00472231	0.02329715	0.01839049	0.08945071	0.04332536	0.05980049
Uniqueness	Y	 0.10548244	0.03033473	0.00050693	0.00110332	 0.02771491	-0.28898697	-0.26732427	-0.52866630	0.07633459	0.07595967	0.07430640	0.07729199	0.00000000	0.00000000	0.05076660	0.02783911	0.04022387	0.06945322	0.00000008	0.01092164	0.02377399	0.03762159	0.12403671
Zoogloea	N	-0.00739436	0.02815820	0.79262239	0.80822520	-0.15622562	-0.13791782	-0.28900884	-0.60050029	0.08340027	0.08313781	0.08066913	0.08415174	0.00000000	0.00000000	0.03812157	0.02154686	0.03919599	0.06859299	0.02846963	0.00138964	0.06204377	0.06141798	0.03441395
