feature	is.community.feat	pheno	domain	trait	mb.coef	age.coef	DR.1D.coef	DR.2D.coef	DR.20.coef	DR.40.coef	mb.pval	mb.padj
CAG274NOV	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03405175	 0.12065579	-0.25933663	-0.41064658	 0.31297244	 1.27831567	0.09977702	0.51252583
CAG303	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01065379	 0.12535889	-0.25470323	-0.38871614	 0.31962558	 1.29947121	0.58042110	0.88993703
CAG41	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00631027	 0.12728155	-0.25118990	-0.37987723	 0.31882783	 1.30352578	0.74591323	0.94114593
CAG475	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.02808293	 0.13250297	-0.25109000	-0.37057372	 0.31761580	 1.29808759	0.16966739	0.61654488
CAG485	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.05131138	 0.11693876	-0.26952083	-0.40855038	 0.29285207	 1.27556578	0.01187764	0.21602132
CAG510	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00002935	 0.12696605	-0.25348168	-0.38579254	 0.31842049	 1.30161650	0.99883642	0.99965321
CAG552NOV	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.04182038	 0.11717142	-0.25795254	-0.38756832	 0.31184959	 1.30168467	0.03694823	0.36136191
CAG56	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.00436104	 0.12662464	-0.25259587	-0.38458060	 0.31774953	 1.29940580	0.81987414	0.96256712
CAG582	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03337142	 0.12058451	-0.25387997	-0.39092693	 0.31684029	 1.31090506	0.08121084	0.48058486
CAG776	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01118767	 0.12626335	-0.25194950	-0.38658679	 0.31844819	 1.30475228	0.55311320	0.87721564
CAG81	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03982984	 0.12757127	-0.24469344	-0.37320717	 0.32582670	 1.31548238	0.03448335	0.35063899
CAG873	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.06125834	 0.12788871	-0.28123484	-0.41811578	 0.29758824	 1.27635786	0.00142091	0.06414929
CAG95	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.00014241	 0.12696097	-0.25353171	-0.38584606	 0.31838643	 1.30158811	0.99403847	0.99909115
COE1	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00630989	 0.12808252	-0.25140564	-0.38329480	 0.32137576	 1.30828149	0.76284830	0.94610964
Chao1	Y	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03083876	 0.12616713	-0.25162722	-0.37715853	 0.32068102	 1.30437154	0.07531803	0.47073067
Clostridium	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03718251	 0.12140094	-0.24667921	-0.37207910	 0.32781794	 1.28128127	0.05324801	0.42121823
ClostridiumQ	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00057227	 0.12702363	-0.25347903	-0.38592011	 0.31851200	 1.30205223	0.97667915	0.99698201
D1663	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.01605544	 0.12697182	-0.26180819	-0.39554332	 0.31373170	 1.30996426	0.42164211	0.81599285
Desulfovibrio	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01177671	 0.12995177	-0.25049241	-0.38413919	 0.32069475	 1.30577898	0.55983807	0.88164226
Dorea	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.02724030	 0.12907067	-0.24577412	-0.37801148	 0.32645729	 1.32058430	0.16004569	0.60275203
Dubosiella	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.04072969	 0.11225590	-0.23040474	-0.37038122	 0.32636948	 1.28767550	0.04414375	0.39095346
Duncaniella	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.05278677	 0.12955183	-0.27604682	-0.41763313	 0.30069948	 1.28290497	0.00536056	0.14375991
Emergencia	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03099982	 0.13267379	-0.27113169	-0.40820634	 0.32348193	 1.33316514	0.16104154	0.60415283
EnterococcusD	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.01291605	 0.12336447	-0.25522324	-0.38716470	 0.31617517	 1.29830270	0.52164060	0.86644348
ErysipelatoclostridiaceaeNOV	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.04916170	 0.12777271	-0.27245142	-0.39776707	 0.30271552	 1.31168895	0.01020028	0.19744897
Erysipelatoclostridium	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.01909945	 0.12676930	-0.25889531	-0.38975139	 0.30877865	 1.29697562	0.32175719	0.75359109
ErysipelotrichaceaeNOV	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.04309783	 0.12302204	-0.24442849	-0.38048687	 0.32139268	 1.25395216	0.03266505	0.34052752
Escherichia	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.02876843	 0.12155014	-0.25630057	-0.39419222	 0.31377415	 1.28898097	0.14328005	0.57736575
EubacteriumF	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.05025599	 0.12114180	-0.24818918	-0.37288682	 0.32176330	 1.30115729	0.00706073	0.16524193
EubacteriumG	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00550099	 0.12801105	-0.25200786	-0.38435381	 0.32065537	 1.30407934	0.77950594	0.95035924
EubacteriumJ	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.05468562	 0.12075922	-0.26995646	-0.40761709	 0.29283597	 1.25320273	0.00616319	0.15484366
Evtepia	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00166493	 0.12691274	-0.25302055	-0.38519212	 0.31945897	 1.30306269	0.93065506	0.99005432
Flavonifractor	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00873029	 0.12687093	-0.25105936	-0.38218135	 0.32219846	 1.30700422	0.64710204	0.91210965
HungatellaA	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.00625649	 0.12585552	-0.25462369	-0.38573726	 0.31769840	 1.30053820	0.74355214	0.94110315
Ileibacterium	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03441293	 0.13027017	-0.25109683	-0.35515026	 0.32690070	 1.32219595	0.09079005	0.49774697
Kineothrix	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.05693888	 0.11802822	-0.25722337	-0.41021327	 0.29733014	 1.24923282	0.00633876	0.15682470
Lachnospira	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.04333897	 0.11695198	-0.24539516	-0.38040758	 0.31281998	 1.27286581	0.03126185	0.33387435
LachnospiraceaeNOV	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00191999	 0.12730458	-0.25305007	-0.38565988	 0.31888920	 1.30194628	0.91972189	0.98774061
Lactobacillus	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03956313	 0.12586048	-0.23878808	-0.33996549	 0.33953797	 1.33381837	0.05659593	0.42959514
Lawsonibacter	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.00312367	 0.12703935	-0.25456643	-0.38747279	 0.31642559	 1.30005851	0.87047317	0.97556964
Ligilactobacillus	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03539403	 0.11260621	-0.28099753	-0.42149568	 0.29506516	 1.26530113	0.18419547	0.63112097
Limosilactobacillus	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.05165845	 0.12095961	-0.23413656	-0.32995349	 0.34986443	 1.34994666	0.01110606	0.20698903
Mailhella	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.01240197	 0.12671188	-0.25537296	-0.39102870	 0.31813434	 1.30534567	0.51758305	0.86505971
MarseilleP3106	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00881938	 0.12733834	-0.25309869	-0.38499993	 0.31698448	 1.30241830	0.63239315	0.90762002
MuribaculaceaeNOV	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01680077	 0.13451539	-0.25144264	-0.38908738	 0.32028234	 1.30704353	0.43985378	0.82559774
Muribaculum	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.04296650	 0.12160086	-0.27297631	-0.40650663	 0.30424947	 1.27821785	0.03173939	0.33670584
Oscillibacter	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00123176	 0.12708601	-0.25300749	-0.38502929	 0.31903520	 1.30223412	0.94931249	0.99285669
OscillospiraceaeNOV	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03761315	 0.12220529	-0.26643059	-0.40948991	 0.30237707	 1.28207673	0.05969637	0.43695614
PCoA1	Y	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.04016447	 0.12104964	-0.27280321	-0.41397215	 0.29362908	 1.26511484	0.05458032	0.42478717
PCoA2	Y	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03899548	 0.13347412	-0.24644884	-0.37753483	 0.33693406	 1.35035228	0.06242433	0.44259750
PCoA3	Y	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00860641	 0.12943046	-0.25239559	-0.38288941	 0.32047649	 1.30410558	0.67730871	0.92079911
Paramuribaculum	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.04029549	 0.12227370	-0.26818971	-0.40329652	 0.29346904	 1.27431018	0.04465019	0.39199560
Parvibacter	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03401949	 0.12742796	-0.26991650	-0.40731278	 0.30338157	 1.30970069	0.09385010	0.50295587
Prevotella	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.05461541	 0.12793392	-0.26930274	-0.41044981	 0.31268226	 1.30581948	0.00389922	0.11775313
Romboutsia	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.05024365	 0.11807369	-0.24070721	-0.36690337	 0.32719633	 1.26264418	0.01325165	0.22783975
Roseburia	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.02249049	 0.13037873	-0.26603628	-0.39820473	 0.31704786	 1.31076435	0.24773759	0.69203030
RuminiclostridiumE	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.01697263	 0.13025214	-0.25335012	-0.37336512	 0.32095593	 1.30953058	0.39453071	0.80163566
Schaedlerella	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01975111	 0.12512058	-0.25902336	-0.39815527	 0.30612009	 1.28255200	0.33480757	0.76370617
Shannon	Y	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03446919	 0.12646781	-0.24277045	-0.39060588	 0.32850977	 1.31806422	0.06147658	0.44032908
Simpson	Y	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03419961	 0.12684003	-0.24177250	-0.38104166	 0.33013637	 1.32178124	0.06414541	0.44524501
Staphylococcus	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03564867	 0.12450780	-0.24924429	-0.38447483	 0.31806161	 1.29334545	0.04993399	0.40907834
TF0111	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00144977	 0.12730671	-0.25320281	-0.38565581	 0.31900621	 1.30323964	0.94544433	0.99234870
Turicibacter	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.02835612	 0.11677568	-0.24329458	-0.37821620	 0.33211335	 1.29143866	0.17738722	0.62597775
UBA11940	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00185288	 0.12734868	-0.25321659	-0.38514172	 0.31910102	 1.30239762	0.92912939	0.98985190
UBA11957	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.00792092	 0.12539207	-0.25693136	-0.39239116	 0.31375456	 1.29304518	0.72423032	0.93582118
UBA1394	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.01971079	 0.12893171	-0.25487339	-0.37721167	 0.31577797	 1.29759410	0.31725562	0.74946531
UBA1405	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00682687	 0.12674831	-0.25240281	-0.38247273	 0.32184020	 1.30442929	0.73133922	0.93777726
UBA2882	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.01193049	 0.12669286	-0.25066807	-0.37820464	 0.31809357	 1.29685463	0.55467871	0.87791505
UBA3282	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01279597	 0.12545262	-0.25488118	-0.38964545	 0.31506021	 1.29732897	0.49661685	0.85384882
UBA3700	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.02149484	 0.12319619	-0.25059011	-0.38617828	 0.32279240	 1.30810148	0.28747239	0.72529310
UBA3700NOV	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00413396	 0.12752371	-0.25471138	-0.38710189	 0.31598531	 1.29745942	0.83657087	0.96689494
UBA3818	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01044273	 0.12680614	-0.25672905	-0.39053675	 0.31237960	 1.29791799	0.59989764	0.89690803
UBA7160	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00423815	 0.12705049	-0.25544690	-0.38845628	 0.31782625	 1.30219409	0.82632746	0.96382009
UBA7173	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.05492413	 0.12921016	-0.27111477	-0.39583661	 0.29802592	 1.28391997	0.00475419	0.13293503
UBA7182	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01407825	 0.12461346	-0.25692201	-0.39159333	 0.31043452	 1.28283007	0.53016910	0.86954828
UBA946	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03376108	 0.12927643	-0.24134851	-0.36248858	 0.32611936	 1.29636243	0.08644922	0.49038294
UBA9475	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03129885	 0.12130197	-0.26446281	-0.39913689	 0.30827394	 1.29390324	0.12277110	0.54924820
UBA9502	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.00335604	 0.12661685	-0.25519871	-0.38733076	 0.31615248	 1.29815156	0.87142357	0.97556964
UMGS1004	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03976983	 0.12134627	-0.24876733	-0.37668757	 0.34007392	 1.34120970	0.04862381	0.40410811
UMGS1217	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.02798144	 0.12433337	-0.25271328	-0.39271423	 0.31848678	 1.29405528	0.13204255	0.56214483
UMGS1370	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.03287352	 0.12717651	-0.23774777	-0.36245130	 0.34434097	 1.34141152	0.11832604	0.54131049
UMGS1815	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.02883916	 0.12566256	-0.26208072	-0.39983755	 0.28908341	 1.26480644	0.19681567	0.64450482
UMGS1872	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.04976316	 0.12802230	-0.26119368	-0.39281108	 0.30090958	 1.26697018	0.01129507	0.20923725
UMGS268	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01138108	 0.12377887	-0.25321078	-0.38789324	 0.31882695	 1.30361553	0.56649312	0.88452656
X142	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.03926151	 0.12457735	-0.25851820	-0.38404197	 0.30295337	 1.27759780	0.04676409	0.39735526
X1XD4269	N	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.00321578	 0.12741092	-0.25183881	-0.38409785	 0.31879071	 1.30185934	0.86501257	0.97460910
X1XD876	N	MetCage_ChangeRQ	MetCage	ChangeRQ	-0.01748125	 0.12828330	-0.25776462	-0.39296452	 0.31431940	 1.29624642	0.35497465	0.77973853
uniq	Y	MetCage_ChangeRQ	MetCage	ChangeRQ	 0.01085597	 0.12411246	-0.25678205	-0.38906185	 0.31411037	 1.29593286	0.60037736	0.89697033
AF3328	N	MetCage_EE	MetCage	EE	-0.03747822	 0.11246945	-0.15931459	-0.35297047	-0.48492459	-1.27996201	0.06071757	0.43801015
AM0715	N	MetCage_EE	MetCage	EE	-0.01058849	 0.11324914	-0.15512662	-0.35792405	-0.48629824	-1.27176453	0.63200168	0.90718422
ASF356	N	MetCage_EE	MetCage	EE	-0.02520290	 0.10826767	-0.15738545	-0.36001697	-0.48522233	-1.28104221	0.25729695	0.69835936
Acetatifactor	N	MetCage_EE	MetCage	EE	-0.04235369	 0.11160040	-0.16606418	-0.35405149	-0.48637200	-1.25933163	0.03793842	0.36499494
Acutalibacter	N	MetCage_EE	MetCage	EE	 0.03527243	 0.11593580	-0.13705972	-0.33614791	-0.45402260	-1.23989515	0.08068445	0.48036442
Adlercreutzia	N	MetCage_EE	MetCage	EE	-0.00640539	 0.11556172	-0.15176719	-0.35316585	-0.47684183	-1.26774934	0.76920860	0.94791862
Akkermansia	N	MetCage_EE	MetCage	EE	 0.08983515	 0.10684727	-0.14378744	-0.33379610	-0.50151790	-1.32629499	0.00001846	0.00299402
Alistipes	N	MetCage_EE	MetCage	EE	 0.17120786	 0.04376548	-0.14133608	-0.34035891	-0.49772799	-1.27098574	0.00000000	0.00000000
Anaerotignum	N	MetCage_EE	MetCage	EE	-0.02298950	 0.11819405	-0.15986860	-0.36281086	-0.48411132	-1.26758753	0.26704312	0.70769447
Anaerotruncus	N	MetCage_EE	MetCage	EE	 0.02359662	 0.11347382	-0.14356659	-0.34598833	-0.46637007	-1.25017844	0.25669558	0.69810271
AnaerovoracaceaeNOV	N	MetCage_EE	MetCage	EE	-0.00168981	 0.11529503	-0.15518432	-0.35824515	-0.47972026	-1.26714044	0.93393921	0.99078195
Angelakisella	N	MetCage_EE	MetCage	EE	 0.04084904	 0.11786935	-0.12996889	-0.32317304	-0.44923185	-1.24648049	0.05521909	0.42669812
Bacteroides	N	MetCage_EE	MetCage	EE	 0.03892012	 0.10891683	-0.16749810	-0.37735199	-0.49193317	-1.27472348	0.06047677	0.43765252
Bifidobacterium	N	MetCage_EE	MetCage	EE	-0.00018793	 0.11536582	-0.15460630	-0.35736021	-0.47960752	-1.26657512	0.99367831	0.99909115
BorkfalkiaceaeNOV	N	MetCage_EE	MetCage	EE	-0.01006163	 0.11343984	-0.15451136	-0.35841045	-0.47605488	-1.26200099	0.63796142	0.90803227
ButyricicoccaceaeNOV	N	MetCage_EE	MetCage	EE	 0.02831901	 0.11607988	-0.14244006	-0.34001597	-0.46960072	-1.26032654	0.15739565	0.59927535
CAG115	N	MetCage_EE	MetCage	EE	 0.00563817	 0.11444816	-0.15509814	-0.35585752	-0.47950949	-1.26841355	0.78768031	0.95277889
CAG145	N	MetCage_EE	MetCage	EE	 0.03259550	 0.11733363	-0.16224223	-0.35660440	-0.48264705	-1.26289740	0.11710902	0.54004399
CAG273	N	MetCage_EE	MetCage	EE	-0.00799218	 0.11396225	-0.15462797	-0.35769917	-0.47937131	-1.26771656	0.69417632	0.92624577
CAG274NOV	N	MetCage_EE	MetCage	EE	 0.00978569	 0.11703761	-0.15275210	-0.34994129	-0.47777981	-1.25967798	0.65818768	0.91643689
CAG303	N	MetCage_EE	MetCage	EE	 0.02949673	 0.11995809	-0.15169393	-0.34954840	-0.48337632	-1.26087595	0.15284221	0.59223547
CAG41	N	MetCage_EE	MetCage	EE	 0.00090860	 0.11532008	-0.15424967	-0.35653483	-0.47951989	-1.26639504	0.96525700	0.99533363
CAG475	N	MetCage_EE	MetCage	EE	 0.01768356	 0.11868875	-0.15307537	-0.34731375	-0.47982876	-1.26836482	0.42132239	0.81574857
CAG485	N	MetCage_EE	MetCage	EE	 0.04732686	 0.10559384	-0.16824057	-0.37755151	-0.50230183	-1.28882765	0.03050697	0.33198581
CAG510	N	MetCage_EE	MetCage	EE	-0.01343253	 0.11854538	-0.15381975	-0.35936165	-0.48030997	-1.25843686	0.53312010	0.87053557
CAG552NOV	N	MetCage_EE	MetCage	EE	-0.02235155	 0.10979826	-0.15708667	-0.35873662	-0.48260773	-1.26617491	0.30110198	0.73741474
CAG56	N	MetCage_EE	MetCage	EE	 0.04741204	 0.11840162	-0.16292386	-0.37056409	-0.47025307	-1.24081217	0.02046605	0.27689588
CAG582	N	MetCage_EE	MetCage	EE	-0.03142386	 0.10930564	-0.15496595	-0.36149409	-0.48128643	-1.25779225	0.12490047	0.55223036
CAG776	N	MetCage_EE	MetCage	EE	-0.04283248	 0.11227845	-0.14791786	-0.35986986	-0.47855492	-1.25450154	0.03405288	0.34743502
CAG81	N	MetCage_EE	MetCage	EE	 0.01779626	 0.11559330	-0.15086943	-0.35204612	-0.47641505	-1.26106379	0.37845885	0.79329967
CAG873	N	MetCage_EE	MetCage	EE	-0.00440440	 0.11523434	-0.15258996	-0.35500547	-0.47811512	-1.26487271	0.83066355	0.96557801
CAG95	N	MetCage_EE	MetCage	EE	 0.00417994	 0.11563784	-0.15315739	-0.35602584	-0.47865833	-1.26541279	0.83764492	0.96690856
COE1	N	MetCage_EE	MetCage	EE	 0.01530502	 0.11796817	-0.14961729	-0.35150943	-0.47243761	-1.25056196	0.49447628	0.85277821
Chao1	Y	MetCage_EE	MetCage	EE	 0.02337820	 0.11459747	-0.15258279	-0.34998883	-0.47751524	-1.26375424	0.20408523	0.65170620
Clostridium	N	MetCage_EE	MetCage	EE	-0.05800088	 0.12379971	-0.16369955	-0.37649800	-0.49312579	-1.23312481	0.00458557	0.12991821
ClostridiumQ	N	MetCage_EE	MetCage	EE	 0.02229019	 0.11713062	-0.15422108	-0.36243159	-0.47574407	-1.25034234	0.28879161	0.72556743
D1663	N	MetCage_EE	MetCage	EE	-0.00716129	 0.11533349	-0.15103061	-0.35310728	-0.47765976	-1.27056386	0.73746826	0.93985406
Desulfovibrio	N	MetCage_EE	MetCage	EE	 0.08346793	 0.09409512	-0.17559271	-0.36953378	-0.49571124	-1.29589194	0.00011278	0.01188679
Dorea	N	MetCage_EE	MetCage	EE	-0.01350223	 0.11424730	-0.15850930	-0.36092367	-0.48369506	-1.27579734	0.51494466	0.86353748
Dubosiella	N	MetCage_EE	MetCage	EE	-0.01318907	 0.11993440	-0.16147426	-0.36159354	-0.48170570	-1.26152916	0.53903931	0.87256036
Duncaniella	N	MetCage_EE	MetCage	EE	 0.01033397	 0.11571088	-0.15897788	-0.36351276	-0.48288495	-1.27004055	0.61096817	0.90071091
Emergencia	N	MetCage_EE	MetCage	EE	-0.02397269	 0.11114552	-0.14199398	-0.34027506	-0.48415418	-1.29213615	0.31005520	0.74441407
EnterococcusD	N	MetCage_EE	MetCage	EE	-0.03307591	 0.12447459	-0.15029903	-0.35406347	-0.47363616	-1.25895176	0.12756304	0.55579171
ErysipelatoclostridiaceaeNOV	N	MetCage_EE	MetCage	EE	 0.01869381	 0.11541776	-0.16124599	-0.36164046	-0.48512674	-1.26227490	0.36197088	0.78482851
Erysipelatoclostridium	N	MetCage_EE	MetCage	EE	-0.03454905	 0.11543265	-0.14471321	-0.34790548	-0.46100790	-1.25780113	0.09359835	0.50295587
ErysipelotrichaceaeNOV	N	MetCage_EE	MetCage	EE	 0.01093752	 0.11625056	-0.15659549	-0.35842433	-0.48021463	-1.25405205	0.61204550	0.90074094
Escherichia	N	MetCage_EE	MetCage	EE	-0.03995962	 0.12303012	-0.15185496	-0.34532287	-0.47343046	-1.25033481	0.05853427	0.43445208
EubacteriumF	N	MetCage_EE	MetCage	EE	-0.03616946	 0.11102090	-0.15018991	-0.34705152	-0.47688801	-1.26656707	0.06996041	0.46127479
EubacteriumG	N	MetCage_EE	MetCage	EE	 0.02146405	 0.11942214	-0.14920645	-0.35189884	-0.47113690	-1.25720036	0.30798049	0.74363401
EubacteriumJ	N	MetCage_EE	MetCage	EE	 0.00977324	 0.11632955	-0.15149449	-0.35326777	-0.47486951	-1.25785853	0.64737517	0.91210965
Evtepia	N	MetCage_EE	MetCage	EE	 0.00656352	 0.11501353	-0.15282259	-0.35509095	-0.47548471	-1.26113463	0.74800560	0.94189451
Flavonifractor	N	MetCage_EE	MetCage	EE	 0.02517113	 0.11463524	-0.14701368	-0.34610734	-0.46766406	-1.25037638	0.21651293	0.66548208
HungatellaA	N	MetCage_EE	MetCage	EE	 0.02180415	 0.11911010	-0.15035850	-0.35773212	-0.47679432	-1.26284181	0.28633875	0.72414629
Ileibacterium	N	MetCage_EE	MetCage	EE	 0.01334886	 0.11410589	-0.15573141	-0.36955698	-0.48328079	-1.27523065	0.54021509	0.87262306
Kineothrix	N	MetCage_EE	MetCage	EE	 0.00465589	 0.11452902	-0.15501087	-0.35952469	-0.48134452	-1.27110474	0.83550632	0.96664817
Lachnospira	N	MetCage_EE	MetCage	EE	 0.03568154	 0.12376865	-0.16184443	-0.36145301	-0.47496805	-1.24275432	0.09843673	0.51082824
LachnospiraceaeNOV	N	MetCage_EE	MetCage	EE	 0.01162939	 0.11725096	-0.15201495	-0.35640447	-0.47656593	-1.26484259	0.56827627	0.88553970
Lactobacillus	N	MetCage_EE	MetCage	EE	 0.01370874	 0.11570725	-0.15961338	-0.37318822	-0.48698988	-1.27805648	0.53830366	0.87256036
Lawsonibacter	N	MetCage_EE	MetCage	EE	 0.01105537	 0.11495980	-0.15075214	-0.35134472	-0.47232754	-1.26118205	0.59008579	0.89377173
Ligilactobacillus	N	MetCage_EE	MetCage	EE	-0.00939258	 0.11904022	-0.14731267	-0.34762512	-0.47320888	-1.25698973	0.74047824	0.94065612
Limosilactobacillus	N	MetCage_EE	MetCage	EE	-0.00587475	 0.11455108	-0.15236517	-0.35105773	-0.47592126	-1.26103074	0.78803964	0.95277889
Mailhella	N	MetCage_EE	MetCage	EE	 0.01909024	 0.11482114	-0.15782240	-0.36538973	-0.48025938	-1.26136975	0.35212556	0.77755208
MarseilleP3106	N	MetCage_EE	MetCage	EE	 0.01235514	 0.11563223	-0.15312429	-0.35536325	-0.48109119	-1.26465418	0.52953608	0.86911867
MuribaculaceaeNOV	N	MetCage_EE	MetCage	EE	 0.12836178	 0.05779657	-0.17229704	-0.33690943	-0.49448270	-1.31147727	0.00000003	0.00001805
Muribaculum	N	MetCage_EE	MetCage	EE	 0.11433072	 0.10015610	-0.20348157	-0.40837960	-0.51564544	-1.32531009	0.00000009	0.00003639
Oscillibacter	N	MetCage_EE	MetCage	EE	 0.00629163	 0.11578074	-0.15220888	-0.35323117	-0.47625001	-1.26347695	0.76151289	0.94582469
OscillospiraceaeNOV	N	MetCage_EE	MetCage	EE	 0.01651575	 0.11725746	-0.14892753	-0.34648006	-0.47227968	-1.25785212	0.43972240	0.82553041
PCoA1	Y	MetCage_EE	MetCage	EE	 0.01519210	 0.11299311	-0.16172271	-0.36808515	-0.48891795	-1.28021413	0.49759420	0.85402455
PCoA2	Y	MetCage_EE	MetCage	EE	-0.01718410	 0.11812053	-0.15157097	-0.35391112	-0.47128544	-1.24502175	0.44203363	0.82595753
PCoA3	Y	MetCage_EE	MetCage	EE	-0.05041145	 0.10093709	-0.16101337	-0.37581904	-0.49227882	-1.28129973	0.02305528	0.29337967
Paramuribaculum	N	MetCage_EE	MetCage	EE	 0.05324507	 0.10909469	-0.17370963	-0.38034222	-0.51264116	-1.30111125	0.01324225	0.22783975
Parvibacter	N	MetCage_EE	MetCage	EE	-0.01112151	 0.11519911	-0.14938406	-0.35026107	-0.47471871	-1.26934206	0.61099838	0.90071091
Prevotella	N	MetCage_EE	MetCage	EE	 0.03139292	 0.11556524	-0.16359360	-0.37155153	-0.48237774	-1.26335588	0.12168952	0.54669508
Romboutsia	N	MetCage_EE	MetCage	EE	-0.03226300	 0.12100358	-0.16308062	-0.36818470	-0.48451859	-1.24068614	0.13587798	0.56729221
Roseburia	N	MetCage_EE	MetCage	EE	-0.00496343	 0.11603565	-0.15741776	-0.36012559	-0.47992325	-1.26445150	0.81222895	0.96051520
RuminiclostridiumE	N	MetCage_EE	MetCage	EE	-0.00736032	 0.11394856	-0.15495531	-0.36311861	-0.48102927	-1.27051543	0.72893912	0.93747719
